interval_start_timestamp,option_selected,channel_id,pct_clicked,pct_sent_message
2022-07-18T00:00:00+00:00,'بەخێربیت بۆسێرڤەرەکەمان تکایەیاساکان بخوێن',997914286586343445,0,
